desc,likesCount,commentCount,viewCount,support
#duet with @its.bryannah i’m so upset right now #trump2020 #trump #bidenharris2020 #fyp,63900,587,209100,1
reply to @ksimon12345 #trump2020 #trumptrain2020 #redwave #hardworkingamericans  #republicanconservative #liberalssuck  #liberalsnowflakes #trumpsquad,4452,601,50900,0
talk about morals when it comes to the good of the world. @angelastads #bidencoalition #bidenharris2020 #hunterbiden #dumptrump #voteblue #votejoe,63900,1814,267900,1
#trump2020 #donaldtrump #trumptrain2020 #trumptrain #makeamericagreatagain #tiktokviral #1millionaudition #armyfortrump,4449,169,52300,0
tommy’s happy 😄💨 sending love to all today 💚 #votegreen #election2020 #bidenharris2020 #biden #vote #2020 #cheechandchong #fyp #foryou,63900,1858,331800,1
#greenscreen the proud boys founder is a white supremacist. #trump2020 #biden2020 #presidentialdebate #trumptrain2020 #proudboys #trumpsquad #gop #fyp,4448,284,32900,0
we got a winner! handmaids for biden! #womensmarch #womensmarch2020 #handmaidstale #bidenharris2020 #foryoupage #fyp @bidencoalition,63500,3811,379100,1
tumbleweeds do be rolling through our town #comingofage #nyc #newyork #cuomo #vote #bidenharris2020 #foryou,63400,1432,344800,1
#duet with @mattconvard #bidenisajoke #makeamericagreatagain #landofopportunity #notoutcome #fyp #trumptrain2020,4423,20,45700,0
don’t even bother with the hate comments. #trump #trump2020 #trumptrain2020 #2a #republican #foryou #xyzbca #fyp,4411,171,18100,0
the glass ceiling shattered 🇺🇸#fyp #fy #biden2020 #bidenharris2020 #kamalaharris #liberal #democrat #2020 #foryou #proud,63100,429,512900,1
#marrymejulietcahallenge #taylorswiftchallenge #trump2020 #trumptrain2020 #maga #fyp,4397,72,32300,0
#dumptrump #bidenharris2020 #settleforbiden,63100,1916,161900,1
#trumpsquad2020 #trump #trumptrain2020 #trumptrain #trump2020 #2ndadmendment #republican #therock,4393,133,30500,0
mvp! mvp! mvp! #kamalaharris #vicepresident #neonshadow #myhobby #joebiden #viral #fyp #bidenharris2020,62900,351,723100,1
don’t @ me. election 2020 #biden2020 #bidenharris2020 #dumptrump2020 #firetheliar #halloween #candy #fyp #foryoupage,62800,3067,291900,1
🇺🇸 trump 2020 🇺🇸 #trump2020 #trump #trumptrain #trumptrain2020,4347,224,31900,0
she tells like it is 🙌🏼💙🗳 vote blue 🌊🌊🌊 #biden2020 #election #dumptrump #votehimout #itspat #bidenharris2020 #debate,62700,738,458300,1
#duet with @melissawva71 #blindreaction #newchristmassong #boomboombettie #trumptrain2020 #maga #womenfortrump,4340,109,21800,0
🌈strong as an ox🐂...with covid. #covid #vote #bidenharris2020 #dumptrump #fyp #trump #cough,62600,994,165100,1
#duet with @sha.rain #trumptrain2020 #getoutandvote #heisanidiot #heinzhalloween #tiktokfood #trump4president,4330,237,68200,0
#melaniatrump not enough credit #usa #trump2020 #trumptrain2020 #fypシ #fy #4you #firstlady #republicans#democrats2020 #conservative #foryou,4327,77,32000,0
time to get to work! #obama #voteblue #bidenharris2020 #votetiktok,62300,797,311100,1
#trumptrain2020 #donaldtrump #trumptrain #murica,4321,188,73500,0
biden’s bagels #schittscreek #bob #bidenharris2020 #biden2020💙 #biden2020 #biden #ewdavid #run #funny #fyp #comedy #nonuancenovember #workingathome,62200,193,460700,1
reply to @pdog1212 #racism #blm #trump #biden2020 #maga #convention #rnc #bidenharris2020 #kaga #world #safety,61900,5033,222700,1
#trumptrain2020 #patriots #trumppa trump 2020!!!!!!,4318,342,33100,0
"better together 💙 congrats to all women, poc, lgbtq+, and this entire country!!  #bidenharris2020  #lovewins #firstfemalevp  #election #americawins",61800,1632,372500,1
this is awesome! whole crowd yelling “vote donald trump!!”#trump #trump2020 #trumptrain #trumptrain2020 #codmodernwarfare #minneapolis #minnesota,4310,348,33500,0
#trumppence2020 #trumptrain2020 #trump #america #trumpsupporters #votered2020 #saynotojoe #liesafterlies another lie from the evil side!,4303,1203,86500,0
yes michigan woooo @meena #fyp #michigan #democrat #bidenharris2020 #biden2020 #trump2020 #election2020 #biden #conservative #liberal,61700,1910,739300,1
white-washed school textbooks. #blm #blacklivesmatter #antiracist #antiracism #bidenharris2020 #blackhistory,61600,1879,267300,1
#fyp #trump2020 #trump #trumptrain #trumptrain2020,4299,317,60700,0
#republican #donaldtrump2020 #trumptrain2020 #trumptrain #trump2020 #truckers4trump they laughed but we won,4294,261,31700,0
#trumpisms #jordanklepper #thedailyshow #fdt #fdt20 #fdtrump #democrathypehouse #liberalhypehouse #bidenharris2020 #byedon #yourefired45 #biden46,61600,239,379700,1
you're voting because you can't afford not to. #voteblue #bidenharris2020 #humanrights #equality #freedom #lgbt #science #activism #womensrights #blm,61500,3018,287200,1
the election#trump#trumpsquad2020 #trump2020 #trumptrain2020#biden2020 #biden#theboys #boys,4282,290,14000,0
reply to @__xyzbca  #blm #biden2020 #biden #bidencoalition #myrecommendation #bidenharris2020 #fyp,61500,5745,737900,1
#greenscreenvideo #trump #trump2020 #trumptrain2020 #trumptraindontstop #patriot #usa #america #conservative #republican,4264,321,32700,0
#president #vicepresident #bidenharris2020,61400,646,242700,1
#trump2020 #trumptrain2020 #maga #america #check #tiktokwellness #fyp,4242,276,23200,0
#duet with @scoobeydoobey #weekendvibes #justdancemoves #biden2020 #joebiden #bidenharris2020,61300,281,879900,1
#trump2020 #trump2020 #trumptrain2020 #trumpsnotracist #maga #kag #fyp @magahallie  @texas_barrel_racer @maliaa_.y @southerngirl_314,4243,108,25200,0
#greenscreen #biden2020 #votebiden #bidenharris2020 #lgbtq #lgbtqrights #stophomofobia #foryoupage #fyp #gay #gaytiktok #gayrights,61300,739,212600,1
#stitch with @callmekarizma #joesaywhat #nojoe #trumptrain2020,4226,430,182300,0
#greenscreensticker happy holidays🤣 #bidenharris2020 #dumptrump #election #fyp #executiveorder #funny,61100,1671,297400,1
it’s true #trump2020 #votetrump2020 #maga #republican #conservative #paleocon #paleoconservative #trumptrain2020 #maga,4227,1748,32100,0
#vicepresidentharris2020 #bidenharris2020 #pennsylvaniaforbidenharris,61100,3252,652500,1
we did it🇺🇸🤠✌ #fyp ##trump2020 #trumptrain2020 #maga,4220,85,22900,0
reply to @codydesmond5 i don’t want to be a hashtag. #biden2020 #blmmovement #blm #bidencoalition #bidenharris2020,61100,2657,531000,1
trump 2020 🇺🇸❤️ #trumpsquad2020 #trumptrain2020 #dumpbiden2020 #bidenisaclown,4200,661,20500,0
first woman on the moon... wait for it! #trumprally #trumprally2020 #trumptrain2020 #pelosi #redwave #nancypelosi #vote2020 #conservativehypehouse,4197,161,32400,0
"thanks for the video, @megrabah. #biden2020 #trump2020 #election2020 #selfimprovement #bidenharris2020 #fyp #fypシ",61000,1317,287600,1
"reply to @diana.donovan  i did end up calling the police, but he rode away. #biden2020 #bidencoalition #biden #bidenharris2020 #bidenforchange2020",60900,2796,500700,1
pro america #fyp #fy #republican #conservative #trump #conservativerepublican #trump #trump2020 #political #trumptrain #trumptrain2020 #prolife #notfy,4198,388,42900,0
#fdt #trumpisms #trumpstaxereturns #tokthevote #liberalhypehouse #democrathypehouse #dumptrump #immuneupvapedown #fyp #bidenharris2020 #fdtrump,60800,386,295600,1
#trumptrain2020 #trumpsquad2020 #maga #fypシ #funnytrumpmemes #fyp #republicanhypehouse #trump2024ever #trump2020 #,4191,261,32900,0
🌈bs talking point: voter fraud🙄 #bstalkingpoint #wearamask #saveamerica #bidenharris2020 #blm #animation #politicalcartoons #fyp,60700,1113,161600,1
#trumptrain2020 #usarmy,4187,1817,40900,0
simp no one is watching 🥴 #joebiden #voteblue #biden2020 #bidenharris2020 #foryou #collegegotmelike #duet #ctcvoicebox #strapback,60200,5410,232300,1
#trump #trump2020 #republicanhypehouse #trumptrain2020 #notonething #upcycling,4160,253,29500,0
is the #election over? #election2020 #letsroll #learnontiktok #ohno #motivationmonday #fyp #trump #trump2020 #biden #biden2020 #bidenharris2020,60000,2233,370300,1
•trump2020•#trump2020 #trumptrain2020 #america #foryoupage #fyp,4158,20,16200,0
#duet with @politicalpop it sure feels good to have a strong team 👊#votered #trumptrain2020 🙏🇺🇸🇺🇸🇺🇸🇺🇸,4126,92,22200,0
please get out and vote!! #zvilley2023 #lgbtq #biden2020 #foryourepage #bidenharris2020 #blm #joebiden #kamalaharris #voteblue #blue2020,59900,767,663700,1
#2020 #bidenharris2020,59500,278,194800,1
#fish#trumptrain2020#lews#fypage@braydenquinn1,4096,166,13300,0
tr*mp’s trusted makeup advisor. a real position in the tr*mp administration! so stupid. #fucktrump #bidenharris2020 #bidenwontheelection #66days,59400,1013,237400,1
#trump2020 #donaldtrump #trumptrain #makeamericagreatagain #armyfortrump #likeaboss #trumptrain2020,4096,233,39600,0
#greenscreen #bidenharris2020 #biden2020 #dumptrump #fdt,59300,434,358600,1
chooo choo #trumptrain2020,4087,93,34500,0
#trumptrain2020 #funnytrumpvideo #conservativehypehouse #fyp #toryhypehouse #republicanhypehouse #republicanhypehouse,4088,260,21300,0
vote him out. #biden2020 #bidenharris2020 #tiktokforbiden #2020election #votehimout,59300,593,269400,1
#kamalaharris #bidenharris2020 #foryoupage #fyp #superlativesmiles #perfectasiam,59100,826,253300,1
red wave is coming 🇺🇸 #trump2020 #foryoupage #4moreyears #keepamericagreat #fyp #redwave2020 #draintheswamp #factsoverfeelings #fypシ #trumptrain2020,4083,109,23600,0
#foryoupage #biden2020 #dumptrump2020 #bidenharris2020 #democrat #politics #firstlady #jillbiden  #joebiden #relationshipgoals #cute #viral,58900,185,373300,1
#duet with @zachboyd6 forgot to post yesterday but here ya go #trump2020 #trump #duet #trumptrain2020,4081,81,26100,0
am i even wrong tho.... ideal credit to @commonsensehypehouse1  #biden2020 #trump2020 #bidenharris2020 #2020 #fyp,58700,1985,222300,1
#trumptrain2020 #trumpsquad2020 #mikepence2020 #trump2020 #womenfortrump #biden2020never #pelosiiscrazy,4070,233,26400,0
this is a reason to dance! #biden2020 #bidenharris2020 #2020 #presidentelectbiden #vicepresidentelect,58400,708,521200,1
#nomorebid#prayforthem💕💕 #trumptrain2020 ##drainthesw #tiktok #tiktokmaster #notmypre#saveourpresident,4060,217,28200,0
#fyp #maga #democrats #republican #trumptrain2020 #latinosfortrump #foryoupage #trumptrain2020,4050,467,30000,0
"lakeland, florida 10/17/20 #biden2020 #biden #vote #voteblue #florida #dumptrump2020 #blue #car #bidenharris2020 #skatelife #doitbold @jaidenlopes",58400,3501,360500,1
#snitching #joebiden2020 #biden2020 #trump2020 #trumpsquad2020 #trumptrain2020 #vote #fraud  #dominion #personalfinance #funny #bidenharris2020,4048,305,15700,0
😈 #socialist #socialism #leftist #liberal #biden2020 #bidenharris2020 #biden #fyp #democrat #communist #communism #comrad #commie #readysetgo,58400,770,155900,1
#duet @nowthispolitics #nbathundersticks #medievaltiktok #the_good_crazy #blackvote #foryourpage #bidenharris2020 #notrump2020 #vote,58000,1109,715700,1
even though we didn't carry on for 8 years of obama. #maga2020 #trumptrain #trumptrain2020 #liberalsnowflakes #republicanhypehouse #fyp #trumpbaby,4023,61,32400,0
ahah he's only 6 electoral votes away #fyp #foryou #foryoupage #2020election #presidentbiden2020 #nevada #election #ballots2020 #bidenharris2020,58000,1483,180100,1
#beautifultrumpgirls #hottrumpgirls #magagirls  #trump2020    #lovetrump #trumptrain2020 #merica #gotrump #trumpgirls #trumpgirl  #trumpforpresident,4020,265,22000,0
#fyp #foryoupage #copsoftiktok #republican #trump2020 #biden2020not #trumptrain2020,4010,499,75900,0
#biden2020 #kamala #liberal  #greenscreensticker #bidenharris2020,57900,554,268300,1
#trump2020🇺🇸 #wemanfortrump #trumptrain2020,3987,124,22800,0
dramatic readings of conservative posts #dramaticreading#bidencoalition#bidenharris2020#bidenharris#biden2020#biden#dumptrump2020#dumptrump,57800,1226,249200,1
#duet with @americanasara @wisconsinfortrump2020 #fyp #bidenharris2020 #trump2020 #trumpyourfired,57800,689,296500,1
#trumptrain2020 #conservativehypehouse #watchmegrow #onlinedating #hereforrmhc #fyp #biden2020,3978,1481,36500,0
when you live in texas and it's just you and a single random neighbor celebrating the news #biden2020 #bidenharris2020 #fyp,57700,162,236800,1
the generation that caused nba viewership to skyrocket #keepamericagreat #sleepybiden #biden #trumptrain2020 #blm,3972,416,56600,0
#duet with @mrs.samiam #trump2020 #maga #redkingdom #trumptrain2020 #conservativechristians #backtheblue #texasgal #gunownersfortrump,3963,119,19200,0
lmao #presidentelectbiden #bidenharris2020 #dumptrump #youlost #bluewave,57600,2689,328100,1
old one got deleted 😭😑 #trump2020 #trump #trumptrain #hidenfrombiden #biden2020 #trumptrainforever #trumptrain2020 #fyp #fy #trumpisthebest,3958,158,20000,0
don’t stop voting!! #zvilley2023 #biden2020 #foryourepage #lgbtq #bidenharris2020 #dumptrump2020 #joebiden #kamalaharris #voteblue2020,57500,1845,529100,1
#america #usa #biden #biden2020 #bidenharris2020 #laugh #laughpause #haha #funny #joke #fyp #foryou #foryoupage #xyzbca #humor #mrsdoubtfirechallenge,57500,280,214300,1
#trump2020 #trumptrain2020 #votetrump,3948,101,42100,0
i'm really stressed rn so come up with tattoo designs for me to draw please 😂 #womenfortrump #trump2020 #trumptrain2020 #trumptrain #trumpsquad2020,3950,119,19400,0
"you know, the exploding trees 🥴 #foryoupage #foryou #fyp #trump #biden #biden2020 #bidencoalition #bidenharris2020",57400,4175,731000,1
"#duet with @nowthispolitics she’s speaking, jerk! #chazssnackchats #kamala #vpdebate #pence #harris #biden2020 #bidenharris2020 #fyp #fypシ",57200,1044,370500,1
#fyp #ftb #fordaboyz #foryou #foryoupage #trump2020 #trumptrain2020 #trumpsquad2020 #trump2020 #trump #trump #lucisbotkin #oporator,3941,119,26900,0
#buthaveyouseen #fypシ #bluecoller #trumptrain2020 #buildthewalll #mex #westvirginia,3940,16,40700,0
#dumptrump2020 #trump2020 #bidenharris2020 #gtfoh,57100,2239,181200,1
the biggest l of 2020 goes to @therock #trump #trump2020 #trumptrain2020 #getwokegobroke #maga #makeamericagreatagain #voteredtosaveamerica #votered,3937,176,50500,0
#bidenharris2020 #trump2020 #fyp #moodflip #notonmywatch,57100,9462,688800,1
#amyconeybarrett #senatehearing #judgebarrett #election #supremecourt #supremecourtjustice #politics #tiktokpolitics #bidenharris2020 #vote,57100,1388,189300,1
#trumpsquad2020 #trumppence2020 #trumptrain2020 #maga,3935,227,30100,0
😳🤨 blm #blmmovement #bluelivesdontexist #idontbacktheblue #fyp #myrecommendation #bidenharris2020,57000,2865,378100,1
#trump2020 #trumptrain2020 #kag #maga #fyp #fypシ #4 #4y #4yp #trump20 #foryou #fory #blm #alllivesmatter #raiseyourvoice #maybeitsmaybelline #300 #4up,3926,122,20600,0
#stitch with @sandraleighton5 #redbulldanceyourstyle #truckdriver #trumptrain2020 #2020 #tictokofficial #trumpoverbiden #trump,3915,192,59200,0
he really did that. #arizona #bidenharris2020 #election2020 #politics,57000,357,249400,1
#trumpsquad2020 #donaldtrump2020 #trumptrain2020 #donaldtrump2020 #republicanconservative #donald #womenfortrump #comedy videos 😅😂 #trumptrain,3896,200,37300,0
#biden2020 #bidenharris2020,56600,6745,214600,1
look where we are! #whereintheworld  #bidenharris2020 #vote #vanlife #foryoupage #fyp #trumptower,56500,1348,680500,1
reply to @not_used_anymore1111 #donaldtrump2020 #trump2020 #whatidwear #maga2020kag2020 #trumptrain2020 #raisedright #sillygoose,3893,86,40700,0
the whole thing is posted on twitter under @ ericswalwell  i’m bad at tiktok lol #onlytheyoung #bidenharris2020  #taylorswift #vote #greenscreenvideo,56300,431,251300,1
you already have my heart if you have a trump flag #meetmypet #inyourface #foryoupage #trumpflag #trump2020 #trumptrain2020 #welovetrump,3885,194,62600,0
triggered 3..2..1.. #trump2020 #republican #trumptrain2020 #fyp #foryoupage @annikamasonn,3870,201,27000,0
conservative facebook:  a dramatic reading 3 #facebook#dumptrump2020#dumptrump#biden#biden2020#bidenharris2020#bidencoalition#dramaticreading,56200,2722,402200,1
#wrong #trumptrain2020 #trumppence2020 #votered2020 #notobiden2020 #trump #trump2020 #4moreyears #youwerewrong,3851,194,31000,0
his speech was so cute #fyp #foryou #biden #biden2020 #bidenharris2020 #neonshadow #myhobby #redbulldanceyourstyle,56000,1195,198400,1
just a thought....... #voteblue2020 #bidenharris2020 #biden2020 #ctcvoicebox,56000,482,459600,1
#trump2020 #donaldtrump #trumptrain2020 #trumptrain #makeamericagreatagain #tiktokviral #1millionaudition #armyfortrump #republican,3853,58,31000,0
no more smoking! #trump2020 #maga #votetrump #trumptrain2020 #foryou #fyp #viral,3835,1280,225600,0
they’re doing their best butttt lesssgggooooo!!! #election #unwrapthedeals #bidenharris2020 #usa #voting #holidays #nevada,55900,391,484200,1
#fyp #trump2020 #trumptrain2020 #maga #wewintogether #showupshowoff #youwantmore #timewarpscan,3839,64,19400,0
"oh, that makes sense #vpdebate #kamalaharris #bidenharris2020",55900,318,235000,1
#greenscreen #bidenharris2020 #election #funny #lmao #viral #fyp #foryou not trespassers lmfao,55800,1642,602400,1
#stitch with @erica.toks oh honey....wow #trumpwomen2020 #trumpsquad2020 #republicanconservative #trumptrain2020 #fyp #foryoupage,3820,517,12800,0
truly proud to be an american today 🇺🇸 #fyp #biden2020 #bidenharris2020 #presidentelect,55800,6358,321200,1
#fyp #foryou #foryoupage #trump #trump2020 #trumptrain #trumptrain2020 #thankgodfordonaldtrump #donaldtrump #america #makeamericagreatagain #imawkard,3818,184,13000,0
someone please locate her brain cells haahahahhaha #fyp #foryoupage #biden #biden2020 #bidenharris2020 #election,55700,428,319100,1
#duet with @haitiangyal781 facts! #wakeupamerica #bekind #onhold #trumptrain2020 #fyp #vote2020 #election2020 #rednation #donaldtrump #maga #redpill,3815,90,25000,0
since tikto thinks this is illegal and keeps being an ass about it. i shall repost is again #maga #trumptrain2020 #notillegal #notregulated,3810,209,19700,0
#greenscreenvideo people don’t get it sometimes. #fyp #foryoupage #fypシ #biden2020 #trumpets #liberal #bidenharris2020,55700,736,227800,1
trump rally colorado springs 2020! #trump2020 #votetrump #trumptrain2020,3810,113,32200,0
#stitch with @graylauryn1 #biden2020 #settleforbiden #bidenharris2020,55600,797,227700,1
#stitch with @kateabrames well guys 3 weeks later & i’m ready for battle 👊 #thanksgiving #biden2020 #bidenharris2020 #2020election,55500,339,218400,1
what’s poppin 😘 #fyp #trump #trump2020 #trumptrain2020 #womenfortrump #conservative #republican #merica #tiktokover30 #donaldtrump #texan #usa,3796,206,15100,0
#bidenharris2020 #kamalaharris #fyp #foryoupage #fypシ,55400,679,371800,1
#duet with @ad2litty #fyp ##trump2020 #trumptrain2020 #maga #showupshowoff #animation #expressieyourself #xyzbca,3783,44,20100,0
fdt #biden2020 #bidenharris2020 #dems #byedon2020,55200,809,270900,1
#trump #trump2020 #trumptrain #trumpsupporter #trumptrain2020 #maga #makeamericagreatagain #keepamericagreat #keepamericagreat2020 #kag,3781,161,16500,0
#duet with @conservative_debbie.ryan lmao as if #biden2020 #bidenharris2020 #byedon,55100,5036,414300,1
trump 2020 #trumptrain2020 #outlaw #growamullet #trump #trumptrain #trump2020 #feelinggood,3777,580,13100,0
2 more days 🇺🇸 #fyp #trump2020 #4moreyears #trumptrain2020,3774,1895,103000,0
we did it!!!!🌈 #fucktrump #trashtoart #bidenharris2020 #blm #fyp #foryou #viral #revolution #america #art #pride,54900,551,296900,1
so proud of her 🖤 #firsttimevoter #bidenharris2020 #election #fyp,54900,413,361900,1
here’s a run from state finals 2020 #fyp #trump2020 #trumptrain2020 #foryoupage #maga #cowboysfortrump,3769,11,21200,0
#trump #trumpsquad2020 #trump2020 #trumpsupporters #trumptraindontstop #trumptrain2020 #sleepyjoegottago,3769,865,22000,0
@neverbetter1221 things that go on in my mind lol #biden2020 #fyp #foryou #bidenharris2020 #dammitdog #dammitdoll,54900,2057,118900,1
i’m js#trump2020 #trump #fyp #biden2020 #settleforbiden #trumptrain2020 #trumpsupporters #trumpsquad2020 #trumptrain #michigan #wisconsin,3761,236,29600,0
this was beau’s favorite song🥺 #joebiden #joebiden2020 #bidenharris2020 #led #ledlights #ledlight #diy #tutorials #fyp #fup #viral,54800,1189,293100,1
yaassssss queen!  #kamalaharris #kamala #biden2020 #bidenharris2020 #bidenharris #election2020,54300,797,314200,1
this should be good  #greenscreenvideo #personalfinance #imaghost #upthebeat #trumptrain2020 #maga #republican  #keepamericagreat #trumptrain #trump,3758,1186,47200,0
#duet with @thebraindaddyyt #freezeframephoto #brownvsboardofeducation #bidenharris2020 #fyp #over50ontiktok,54300,731,598900,1
#stitch with @zz_christian.soto #trumptrain2020 #trumpsquad2020 #thisisawesome #trumpsupporters this really is awesome i had to get in on it!!,3756,268,13200,0
#stitch with @robbydoherty2 y’all don’t get that red states are literally at the bottom of every ranking 🤡 #bidenharris2020 #left #progressive,54300,1870,297400,1
all life’s matter even baby’s #conservative #trump2020 #trumptrain2020 #trumptrain2020 #benshapiro2024 #alllifesmatter  #babylifesmatter,3730,50,71800,0
facts🇺🇸🇺🇸🇺🇸 #truth #trumptrain2020 #patriots #fyp #trump #facts #americafirst #america #hellyeah #usa #votetrump #trump2020 #donaldtrump2020,3729,261,33300,0
democrat voting made easy! #voteblue #snowflakes #liberal #blm #bluewave #bidenharris2020 #vote #democrat  #savetheearth,54200,2207,459800,1
#trump #trump2020 #trumpisyourpresident #trumptrain2020 #trumptrain #draintheswamp #drainthedeepstate #usa #trumprally #trumprally2020 #cummins,3724,177,16400,0
heheh☺️☺️#trump2020 #backtheblue #alm #maga #bidenharris2020 #losers,54200,2589,280200,1
#trumpsquad2020 #trumptrain2020 #maga #fypシ,3722,106,41500,0
#tictok #fyp #foryou #biden #biden2020 #bidenharris2020 #vote,54100,2351,449300,1
#kamalaharris #petebuttigieg #foxnews #vicepresidentialdebate #mikepence #trump #trump2020 #election2020 #mayorpete #tellem #fyp #bidenharris2020,54100,591,365700,1
so funny lol #greenscreen #openfordelivery #keepingbusy #lifeathomequiz #progamer #petlife #funny #trump #trumptrain2020 #twitter #tigerking #netflix,3715,48,39200,0
we may be settling for biden but we can ride for kamala #fyp #foryoupage #kamala #biden2020 #bidenharris2020 #settleforbiden #blacklivesmatter,53900,2332,407100,1
it’s not over yet. trump 2020 🇺🇸 #fyp #foryoupage #trump #trump2020 #trumpsquad2020 #trumptrain #trumptrain2020 #trumpforpresident #trumpsupporters,3708,184,13400,0
love watching cuomo call people out #cuomoprimtime #byedon #trump #bidenharris2020 #election #foryou #fyp,53800,809,386100,1
#greenscreen #attractiveparty #trump2020 #bearweek #unitedwedance #fyp #biden2020 #trumptrain2020 #bestlooking #republican,3704,123,16300,0
"november 7th, 2020 never forgetting this day. #bidenharris2020 #westhollywood",53800,505,240700,1
love to see it #cancelthenoise #trumptrain2020 #maga #trumptrain #trumptok #republican #keepamericagreat #trending #trumppence2020 #greenscreenvideo,3691,318,33400,0
fracking #bidenharris2020 #trumppence2020 #foryoupage,53800,1527,656100,1
#greenscreen #trump2020 #humantrafficing #backtheblue #wearamask #familythings #fyp #trumptrain2020,3676,145,15500,0
#trump2020#trumptrain2020#trumpsquad2020#trump#bidensucks,3668,88,17900,0
let’s gooo! im sooo hype for the vp debate! she’s gonna roast mike😩🙌🏽 #bidenharris2020 #fypシ #freestyle #rap #blackvoices,53800,1174,200500,1
#fanedit #stemlife #foryou #biden2020 #bidenharris2020 #election #foryoupage #fyp,53700,920,112700,1
#trucks #vanscheckerboardday #tabletop #holidaysourway #trumptrain2020 #transition,3669,330,12400,0
trump 2020 #trump2020 #donaldtrump #trumptrain #donaldtrump2020 #republican #patriots #fyp #trumptrain2020 #america #usa #us #hellyeah #americans,3660,120,12600,0
notice how the relevant cities are blue😛 #unwrapthedeals #foryoupage #bidenharris2020 #fyp,53600,1798,277400,1
##trump2020 ##trumptrain2020  #trumpbrokecnn,3650,210,31200,0
nah i’m legit in tears 🇺🇸 #biden2020 or #trump2020  #thathurt #noelfamilyreacts #fyp #foryoupage #maga #blm #dumptrump #bidenharris2020 #herwego,53600,2377,1100000,1
you don’t see protesters at a bernie  rally because all the trump supporters are working trump is my president !!   #trumprally #trumptrain2020 #fyp,3624,167,121200,0
anyone else feeling some kind of way tonight? #voteblue #bidenharris2020 #dumptrump #votehimout #byedon2020,53500,2389,184400,1
#greenscreen #election2020🇺🇸 #electionprediction #trump2020 #biden2020 #2024president #mikepence #fyp #trumpsquad2020 #trumptrain2020,3619,142,52700,0
#endracism #movement #respect #history #unity #poc #ally #8645 #fdt #bidenharris2020 #news #politics #cnn #fyp #results #votes #usa #thetruth #preach,53500,1225,224500,1
#greenscreenvideo #greenscreen @deerodx #trump2020 #alphets #stanleycup #canyouworkit #youmissed #truth #missingout #trumptrain2020,3597,163,17300,0
texas is ready!!! #bidenharris2020  #vote #texas #earlyvoting,53400,4659,279100,1
@hannah..102 #blacklivesmatter #blm #feminism #lgbt #biden #biden2020 #bidenharris2020 #bidenharris #liberal #democrat #fyp #fypシ #foryou #foryoupage,53300,10400,334200,1
democrats can't remember what they stood for #brainwashed #draintheswamp #trumptrain2020,3585,144,53500,0
trump is the best option for america! #trump2020 #trump #republicanconservative #republican #trumptrain2020 #trumptrain #usa,3580,158,18200,0
"meanwhile, outside the white house #biden2020 #loser #bidenharris2020 #democracy #trump2020",53300,670,950600,1
#stitch with @shaimee_sisters #trumpgirl🇺🇸 #womenfortrump #trumptrain2020 #biden2020never #trumpsupporters #biden2020never #democratsareidiots,3574,360,14800,0
november will mark the end of an error! #rgv956 #voteblue2020 #bidenharris2020 #ridinwithbiden,53200,0,588300,1
#happyathomefyp #trump #trump2020 #trumptrain #trumpsupporter #trumpvoice #trumptrain2020 #trumprally #followfyp #trumplivesmater,3569,0,5389,0
truth hurts!!! 🤷 #fyp #razrfit #trumptrash #dumptrump2020 #votehimout #bidenharris2020 #trump2020 #lipsync,53200,1614,243700,1
#trump2020 #trumptrain #trumptrain2020 #warriors #soilder #usa #comanderandchief,3558,172,31500,0
ppl amaze me everyday #biden2020 #2020election #fyp #bidenharris2020 #election,53200,902,212100,1
just accept your defeat 💙 #election #biden #biden2020 #trumpets #trump #republicans #democrats #blacktokers #bidenharris2020 #bidenforchange2020,53200,1287,211600,1
#duet with @conservativehypehouse #trumpfacts  #petroutine #trump2020 #trumptrain2020 #maga2020 #trumpsupporter #raisedright #merica #texasmomma,3561,46,24400,0
#trump2020 #trumptrain2020 #foryourpage,3556,627,26900,0
#turntexasblue you can make the difference. dm us for help finding volunteering shifts #texas #liberal #democrat #biden2020 #bidenharris2020,53100,2033,230000,1
thoughts? #trump2020 #alm #maga #backtheblue #bidenharris2020 #losers,53100,4969,397000,1
trump stunt #fyp #trump #trump2020 #trumpsquad2020 #trumptrain #trumptrain2020 #trumpsupporters #foryoupage #fortheboys #ghostmode #like #follow #ftg,3556,254,30600,0
reposting 🤣 #kag #justice #fakenews #epstien #usa #jfk #2ndamendment #maga #trumptrain2020 #commonsense #draintheswamp #trump2020 #donttreadonme,3550,35,17400,0
if i’m not here tmrw u know why. 😠 #fyp #foryoupage #foryou #biden2020 #democrat #election #ftrump #bidenharris2020 #republican #biden #election2020,52900,3316,394700,1
#trump2020 #trumpsquad2020 #trumptrain2020 #trumpnotracist #trump2020train,3549,124,15500,0
"history is made, tyranny is defeated 💛 #boston #lovetrumpshate #bidenharris2020",52800,439,189800,1
mood when biden is back babyyy !!!! that’s my president !!! #biden #biden2020 #election2020 #bidenharris2020,52600,2233,917400,1
little bit of spice✨ #cancelthenoise #biden2020 #trump2020 #trumptrain2020 #electionsnotover,3530,523,13400,0
i am so proud of #bidenharris2020 #kamalaharris #blacklivesmatter #blacktiktok #blackvotesmatter #fyp real talk #myrecommendation,52400,3058,194800,1
